Candidate,Constituency,Party,Criminal Cases,Education,Total Assets,Liabilities,Year
Bapu Rao Soyam,ADILABAD,BJP, 52 ,12th Pass,3099414,231450,2019
Satyapal Singh Baghel,AGRA,BJP, 5 ,Doctorate,74274036,8606522,2019
Patel Hasmukhbhai Somabhai,AHMEDABAD EAST,BJP,0,Others,74699690,6252577,2019
Dr. Solanki Kiritbhai,AHMEDABAD WEST,BJP,0,Post Graduate,89474039,0,2019
Sujay Radhakrishna Vikhe,AHMEDNAGAR,BJP,0,Doctorate,168664576,2623964,2019
Bhagirath Chaudhary,AJMER,BJP,0,12th Pass,85101774,8319942,2019
Sanjay Shamrao Dhotre,AKOLA,BJP, 1 ,Graduate Professional,77153230,14985774,2019
A M Ariff,ALAPPUZHA,CPI(M), 2 ,Graduate Professional,15268906,2220700,2019
Ramya Haridas,ALATHUR,INC, 3 ,10th Pass,1152816,0,2019
Satish Kumar Gautam,ALIGARH,BJP,0,10th Pass,109522559,28095176,2019
John Barla,ALIPURDUARS,BJP, 9 ,8th Pass,1418730,0,2019
Rita Bahuguna Joshi,ALLAHABAD,BJP, 6 ,Doctorate,26919330,1600000,2019
Ajay Tamta,ALMORA,BJP,0,12th Pass,9910448,55845,2019
Mahant Balak Nath,ALWAR,BJP,0,10th Pass,352929,0,2019
Chinta Anuradha,AMALAPURAM,YSRCP,0,Graduate,85993362,2431407,2019
Rattan Lal Kataria,AMBALA,BJP,0,Post Graduate,54361499,188861,2019
Ritesh Pandey,AMBEDKAR NAGAR,BSP, 1 ,Graduate,307265103,24739098,2019
Smriti Irani,AMETHI,BJP,0,12th Pass,111099609,0,2019
Navneet Ravi Rana,AMRAVATI,IND, 1 ,10th Pass,124554656,70576979,2019
Kachhadiya Naranbhai Bhikhabhai,AMRELI,BJP,0,12th Pass,35900763,828961,2019
Gurjeet Singh Aujla,AMRITSAR,INC,0,12th Pass,34011739,9031565,2019
Kunwar Danish Ali,AMROHA,BSP,0,Graduate,74920879,19579691,2019
Dr.Beesetti Venkata Satyavathi,ANAKAPALLE,YSRCP,0,Graduate Professional,91526244,11139279,2019
Miteshbhai Patel,ANAND,BJP, 2 ,Others,77043053,7810840,2019
Manish Tewari,ANANDPUR SAHIB,INC,0,Graduate Professional,154637860,0,2019
Talari Rangaiah,ANANTAPUR,YSRCP, 1 ,Doctorate,11773091,1135547,2019
Hasnain Masoodi,ANANTNAG,Jammu & Kashmir National Conference,0,Post Graduate,87620672,0,2019
Kuldeep Rai Sharma,ANDAMAN AND NICOBAR ISLANDS,INC,0,Graduate Professional,132233012,80450870,2019
Dharmendra Kumar,AONLA,BJP,0,10th Pass,21766502,3324300,2019
S. Jagathrakshakan,ARAKKONAM,DMK, 2 ,10th Pass,1146984897,166365972,2019
Goddeti Madhavi,ARAKU,YSRCP,0,Graduate Professional,141179,0,2019
Aparupa Poddar (Afrin Ali),ARAMBAG,AITC, 1 ,Post Graduate,12527597,4244000,2019
Vishnuprasad. M.K,ARANI,INC, 1 ,Graduate Professional,234564815,33409505,2019
Pradeep Kumar Singh,ARARIA,BJP, 3 ,10th Pass,5010577,1159200,2019
R. K. Singh,ARRAH,BJP, 1 ,Graduate Professional,79971720,0,2019
Tapir Gao,ARUNACHAL EAST,BJP,0,Post Graduate,136628259,0,2019
Kiren Rijiju,ARUNACHAL WEST,BJP,0,Graduate Professional,15279000,0,2019
Pramila Bisoyi,ASKA,BJD,0,5th Pass,732470,0,2019
Adoor Prakash,ATTINGAL,INC, 7 ,Graduate Professional,144098612,27622685,2019
Imtiaz Jaleel Syed,AURANGABAD,AIMIM, 4 ,Post Graduate,29562768,6800000,2019
Sushil Kumar Singh,AURANGABAD,BJP, 3 ,Post Graduate,167895109,3746607,2019
Horen Sing Bey,AUTONOMOUS DISTRICT,BJP, 2 ,Graduate,20693570,5956209,2019
Akhilesh Yadav,AZAMGARH,SP,0,Graduate Professional,377859166,2853000,2019
Sangh Mitra Maurya,BADAUN,BJP, 2 ,Graduate Professional,40372093,0,2019
Gaddigoudar Parvatagouda Chandanagouda,BAGALKOT,BJP,0,Graduate Professional,43980663,7987991,2019
Dr. Satyapal Singh,BAGHPAT,BJP, 1 ,Post Graduate,78195793,0,2019
Adhir Ranjan Chowdhury,BAHARAMPUR,INC, 7 ,10th Pass,101315437,8506984,2019
Akshayabar Lal,BAHRAICH,BJP,0,10th Pass,45691463,3028133,2019
Dr. Dhal Singh Bisen,BALAGHAT,BJP,0,Others,88648133,1530693,2019
Pratap Chandra Sarangi,BALASORE,BJP, 7 ,Graduate,1346236,160,2019
Virendra Singh,BALLIA,BJP, 2 ,Graduate,24498319,0,2019
Sukanta Majumdar,BALURGHAT,BJP,0,Doctorate,5825866,2168170,2019
Parbatbhai Patel,BANASKANTHA,BJP,0,Graduate Professional,41819177,4500000,2019
R.K. Singh Patel,BANDA,BJP, 2 ,Graduate,55794086,0,2019
P. C. Mohan,BANGALORE CENTRAL,BJP,0,12th Pass,755529306,312521957,2019
D.V. Sadananda Gowda,BANGALORE NORTH,BJP,0,Graduate Professional,209384539,104302653,2019
D.K. Suresh,BANGALORE RURAL,INC, 5 ,12th Pass,3388920717,519320305,2019
Tejasvi Surya,BANGALORE SOUTH,BJP,0,Graduate Professional,1346593,0,2019
Shantanu Thakur,BANGAON,BJP, 8 ,Graduate,5265388,0,2019
Giridhari Yadav,BANKA,JD(U), 1 ,Post Graduate,19816050,405701,2019
Subhas Kumar Sarkar,BANKURA,BJP, 1 ,Graduate Professional,19799440,3261495,2019
Kamlesh Paswan,BANSGAON,BJP, 5 ,Graduate,171706883,6049264,2019
Kanakmal Katara,BANSWARA,BJP,0,Graduate Professional,58711904,1746729,2019
Suresh Babu Nandigam,BAPATLA,YSRCP,0,8th Pass,4158610,269000,2019
Upendra Singh Rawat,BARABANKI,BJP, 1 ,Post Graduate,18050127,3171774,2019
Supriya Sadanand Sule,BARAMATI,NCP,0,Graduate,1408888704,5500000,2019
Mohammad Akbar Lone,BARAMULLA,Jammu & Kashmir National Conference,0,Graduate Professional,597434000,104935,2019
Dr. Kakoli Ghoshdastidar,BARASAT,AITC, 2 ,Post Graduate,40531018,1496059,2019
Surendrajeet Singh Ahluwalia,BARDHAMAN DURGAPUR,BJP,0,Graduate Professional,26521750,744076,2019
Sunil Kumar Mondal,BARDHAMAN PURBA,AITC,0,Graduate Professional,20371283,148598,2019
Parbhubhai Nagarbhai Vasava	,BARDOLI,BJP,0,Others,28350217,3676869,2019
Santosh Kumar Gangwar,BAREILLY,BJP,0,Graduate Professional,126356142,13055209,2019
Suresh Pujari,BARGARH,BJP,0,Post Graduate,11673429,0,2019
Kailash Choudhary,BARMER,BJP, 2 ,Graduate,2402250,0,2019
Abdul Khaleque,BARPETA,INC,0,Post Graduate,7398753,2703693,2019
Arjun Singh,BARRACKPUR,BJP, 24 ,10th Pass,8055691,1100000,2019
Nusrat Jahan Ruhi,BASIRHAT,AITC,0,12th Pass,29088391,16881608,2019
Deepak Kumar Baij,BASTAR,INC, 1 ,Post Graduate,7721293,1801236,2019
Harish Chandra Alias Harish Dwivedi,BASTI,BJP, 5 ,Post Graduate,8662344,322490,2019
Harsimrat Kaur Badal,BATHINDA,SAD,0,10th Pass,2179919870,954852600,2019
Pritam Gopinathrao Munde,BEED,BJP, 1 ,Post Graduate,167477926,98833794,2019
Giriraj Singh,BEGUSARAI,BJP, 6 ,Graduate,83024577,12236000,2019
Angadi Suresh,BELGAUM,BJP,0,Graduate Professional,366164525,198479638,2019
Y. Devendrappa,BELLARY,BJP,0,5th Pass,40107878,250000,2019
Chandra Sekhar Sahu,BERHAMPUR,BJD,0,10th Pass,11716989,0,2019
Durga Das (D.D.) Uikey,BETUL,BJP,0,Post Graduate,15413532,875803,2019
Ramesh Chand,BHADOHI,BJP, 6 ,10th Pass,94089148,21696413,2019
Manjulata Mandal,BHADRAK,BJD,0,Graduate,39417891,8958149,2019
Ajay Kumar Mandal,BHAGALPUR,JD(U),0,8th Pass,6801126,5364747,2019
Sunil Baburao Mendhe,BHANDARA GONDIYA,BJP, 2 ,Others,627543615,19861338,2019
Ranjeeta Kumari,BHARATPUR,BJP,0,8th Pass,3117190,0,2019
Mansukhbhai Vasava,BHARUCH,BJP,0,Post Graduate,6835957,0,2019
Dr.Bharatiben Dhirubhai Shiyal,BHAVNAGAR,BJP,0,Graduate Professional,17753161,3689036,2019
Subhash Chandra Baheria,BHILWARA,BJP,0,Graduate,232703276,1827380,2019
Sandhya Ray,BHIND,BJP,0,Post Graduate,51108660,13400000,2019
Kapil Moreshwar Patil,BHIWANDI,BJP,0,Graduate,418850781,5645459,2019
Dharambir Singh,BHIWANI MAHENDRAGARH,BJP,0,Graduate,60642205,240000,2019
Komatireddy Venakat Reddy,BHONGIR,INC, 14 ,12th Pass,162543845,24069129,2019
Sadhvi Pragya Singh Thakur,BHOPAL,BJP, 1 ,Post Graduate,444224,0,2019
Aparajita Sarangi,BHUBANESWAR,BJP,0,Graduate,31677600,4329959,2019
Bhagwanth Khuba,BIDAR,BJP, 1 ,Graduate Professional,51836416,10239000,2019
Jigajinagi Ramesh Chandappa,BIJAPUR,BJP,0,Graduate,504122985,1600000,2019
Malook Nagar,BIJNOR,BSP, 7 ,Graduate,2499628021,1016148176,2019
Arjun Ram Meghwal,BIKANER,BJP,0,Post Graduate,23524459,1060314,2019
Arun Sao,BILASPUR,BJP,0,Graduate Professional,13544588,50000,2019
Satabdi Roy (Banerjee),BIRBHUM,AITC,0,Graduate,48652722,18604443,2019
Saumitra Khan,BISHNUPUR,BJP, 6 ,12th Pass,8656777,1077120,2019
Smt. Sangeeta Kumari Singh Deo,BOLANGIR,BJP,0,Graduate,379590851,7500000,2019
Asit Kumar Mal,BOLPUR,AITC,0,10th Pass,1310691,0,2019
Bhola Singh,BULANDSHAHR,BJP, 1 ,Graduate,18728861,0,2019
Prataprao Ganpatrao Jadhav,BULDHANA,SHS, 3 ,12th Pass,116272966,735482,2019
Ashwini Kumar Choubey,BUXAR,BJP, 3 ,Graduate,40183612,1350667,2019
Benny Behanan,CHALAKUDY,INC, 4 ,Graduate,20461931,915938,2019
V Srinivas Prasad,CHAMARAJANAGAR,BJP,0,Post Graduate,143804441,324909,2019
Dr. Mahendra Nath Pandey,CHANDAULI,BJP,0,Doctorate,33359734,0,2019
Kirron Kher,CHANDIGARH,BJP,0,Post Graduate,474983574,6279188,2019
Harsh Vardhan,CHANDNI CHOWK,BJP,0,Post Graduate,30171897,0,2019
Dhanorkar Suresh Narayan,CHANDRAPUR,INC, 5 ,12th Pass,137455342,22752880,2019
Sunil Kumar Singh,CHATRA,BJP,0,Post Graduate,226209137,1889051,2019
Dayanidhi Maran,CHENNAI CENTRAL,DMK, 1 ,Graduate,116790616,0,2019
Dr. Kalanidhi Veeraswamy,CHENNAI NORTH,DMK,0,Post Graduate,405294714,258386550,2019
Sumathy Alias Thamizhachi Thangapandian,CHENNAI SOUTH,DMK,0,Doctorate,91793460,500000,2019
Dr.Gaddam Ranjith Reddy,CHEVELLA,TRS,0,Post Graduate,1634695131,197007553,2019
Nakul Nath,CHHINDWARA,INC,0,Graduate,6601946757,8791712,2019
Rathva Gitaben Vajesingbhai,CHHOTA UDAIPUR,BJP,0,12th Pass,8634660,0,2019
Thirumaavalavan Thol,CHIDAMBARAM,Viduthalai Chiruthaigal Katchi, 3 ,Doctorate,9244092,394248,2019
B.N.Bache Gowda,CHIKKBALLAPUR,BJP,0,Graduate Professional,1153501141,0,2019
Annasaheb Shankar Jolle,CHIKKODI,BJP,0,12th Pass,344922831,195595693,2019
A Narayanaswamy,CHITRADURGA,BJP,0,Graduate,96197642,0,2019
N. Reddeppa,CHITTOOR,YSRCP,0,Post Graduate,17355862,1341542,2019
Chandra Prakash,CHITTORGARH,BJP,0,Graduate,19725115,100000,2019
Rahul Kaswan,CHURU,BJP,0,Graduate,36723865,15163379,2019
P R Natarajan,COIMBATORE,CPI(M), 1 ,12th Pass,20284430,3234168,2019
Sri Nisith Pramanik,COOCH BEHAR,BJP, 11 ,8th Pass,9629810,0,2019
T. R. V .S. Ramesh,CUDDALORE,DMK,0,Graduate Professional,423378552,102828604,2019
Bhartruhari Mahtab,CUTTACK,BJD,0,Post Graduate,106894976,0,2019
Delkar Mohanbhai Sanjibhai,DADRA AND NAGAR HAVELI,IND,0,Graduate,708885980,37268162,2019
Jasvantsinh Sumanbhai Bhabhor,DAHOD,BJP,0,Graduate Professional,27070480,0,2019
Nalin Kumar Kateel,DAKSHINA KANNADA,BJP, 4 ,10th Pass,14678300,4450945,2019
Patel Lalubhai Babubhai,DAMAN AND DIU,BJP,0,8th Pass,213993750,9969514,2019
Prahalad Singh Patel,DAMOH,BJP,0,Graduate Professional,43292483,4230614,2019
Gopaljee Thakur,DARBHANGA,BJP,0,Post Graduate,19301808,1039660,2019
Raju Bista,DARJEELING,BJP,0,Graduate,151106062,27428941,2019
Jaskaur Meena,DAUSA,BJP,0,Post Graduate,143742564,5825431,2019
G M Siddeshwar,DAVANAGERE,BJP,0,10th Pass,380164932,14670809,2019
Ramapati Ram Tripathi,DEORIA,BJP, 1 ,Graduate Professional,29451678,9310684,2019
Mahendra Singh Solanky,DEWAS,BJP,0,Graduate Professional,3812464,1832631,2019
Pashupati Nath Singh,DHANBAD,BJP,0,Graduate,27286918,0,2019
Chhatar Singh Darbar,DHAR,BJP, 1 ,Post Graduate,23198238,2471613,2019
Dnv Senthilkumar.S,DHARMAPURI,DMK, 1 ,Post Graduate,48477451,6053502,2019
Pralhad Joshi,DHARWAD,BJP, 1 ,Graduate,111384447,51736254,2019
Rekha Verma,DHAURAHRA,BJP, 3 ,12th Pass,24735488,7095916,2019
Mahesh Sahoo,DHENKANAL,BJD, 1 ,12th Pass,14529286,0,2019
Badruddin Ajmal,DHUBRI,AIUDF, 7 ,Post Graduate,788064044,10159381,2019
Subhash Ramrao Bhamre,DHULE,BJP, 2 ,Post Graduate,158651112,1000000,2019
Abhishek Banerjee,DIAMOND HARBOUR,AITC,0,Graduate,13794320,0,2019
Rameswar Teli,DIBRUGARH,BJP,0,10th Pass,4370067,0,2019
Velusamy P,DINDIGUL,DMK,0,Illiterate,148076407,31474526,2019
Bharti Pawar,DINDORI,BJP,0,Graduate Professional,122885349,1449572,2019
Jagdambika Pal,DOMARIYAGANJ,BJP, 3 ,Post Graduate,103366710,2838478,2019
Sougata Ray,DUM DUM,AITC, 1 ,Post Graduate,42518790,0,2019
Sunil Soren,DUMKA,BJP,0,12th Pass,4737559,685516,2019
Vijay Baghel,DURG,BJP,0,Graduate,34429027,8748686,2019
Gautam Gambhir,EAST DELHI,BJP, 1 ,12th Pass,1471587789,342035860,2019
Sridhar Kotagiri	,ELURU,YSRCP,0,Graduate,462808829,33560974,2019
Hibi Eden,ERNAKULAM,INC, 7 ,Graduate,7908467,200000,2019
Ganeshamurthi A,ERODE,DMK,0,Graduate,43110000,2060000,2019
Rajveer Singh,ETAH,BJP,0,Graduate Professional,383629735,100220000,2019
Dr Ram Shankar Katheria,ETAWAH,BJP, 12 ,Doctorate,15154538,7304616,2019
Lallu Singh,FAIZABAD,BJP, 1 ,Post Graduate,31884642,11276478,2019
Krishan Pal,FARIDABAD,BJP,0,Graduate Professional,369652786,105593242,2019
Mohammad Sadique,FARIDKOT,INC,0,5th Pass,19793884,311043,2019
Mukesh Rajput,FARRUKHABAD,BJP,0,Graduate,74964501,388246,2019
Amar Singh,FATEHGARH SAHIB,INC,0,Post Graduate,32808836,0,2019
Sadhvi Niranjan Jyoti,FATEHPUR,BJP,0,12th Pass,10667372,910148,2019
Rajkumar Chahar,FATEHPUR SIKRI,BJP, 3 ,Graduate,14854247,356404,2019
Dr. Chandra Sen Jadon,FIROZABAD,BJP,0,Graduate Professional,42872395,0,2019
Sukhbir Singh Badal,FIROZPUR,SAD, 4 ,Post Graduate,2179919870,954852600,2019
Ashok Mahadevrao Nete,GADCHIROLI CHIMUR,BJP,0,12th Pass,50136369,15682840,2019
Amit Shah,GANDHINAGAR,BJP, 4 ,12th Pass,403275307,4769587,2019
Nihal Chand,GANGANAGAR,BJP,0,Graduate,21014362,3631287,2019
Tirath Singh Rawat,GARHWAL,BJP,0,Post Graduate,15032657,3500000,2019
Queen Oja,GAUHATI,BJP,0,Graduate,630219570,34034178,2019
Dr. Mahesh Sharma,GAUTAM BUDDHA NAGAR,BJP,0,Graduate Professional,478759568,43863749,2019
Vijay Kumar,GAYA,JD(U), 3 ,12th Pass,12766141,3148932,2019
Deepak Adhikari,GHATAL,AITC,0,Others,317320579,7879681,2019
Vijay Kumar Singh,GHAZIABAD,BJP, 2 ,Doctorate,56545702,0,2019
Afzal Ansari,GHAZIPUR,BSP, 5 ,Post Graduate,137938756,0,2019
Atul Kumar Singh,GHOSI,BSP, 13 ,Graduate,66536025,3454591,2019
Chandra Prakash Choudhary,GIRIDIH,AJSU Party, 2 ,Graduate,13456889,1330000,2019
Nishikant Dubey,GODDA,BJP, 4 ,Doctorate,462757500,0,2019
Kirti Vardhan Singh Alias Raja Bhaiya,GONDA,BJP,0,Post Graduate,232735285,23201603,2019
Dr. Alok Kumar Suman,GOPALGANJ,JD(U),0,Post Graduate,32739903,3576376,2019
Ravindra Shyamnarayan Shukla Alias Ravi Kishan,GORAKHPUR,BJP,0,12th Pass,208494688,17711043,2019
Dr. Umesh G Jadhav,GULBARGA,BJP,0,Post Graduate,37490597,0,2019
Krishna Pal Singh,GUNA,BJP,0,Graduate Professional,16266408,494053,2019
Jayadev Galla,GUNTUR,TDP,0,Graduate,3051485242,203452417,2019
Ajay Singh Dharmendra Deol (Sunny Deol),GURDASPUR,BJP,0,Others,871925679,534644785,2019
Rao Inderjit Singh,GURGAON,BJP,0,Graduate Professional,420970754,31500000,2019
Vivek Narayan Shejwalkar,GWALIOR,BJP,0,Graduate Professional,58911673,0,2019
Pashupati Kumar Paras,HAJIPUR,LJP, 1 ,Graduate Professional,62834200,6744375,2019
Anurag Singh Thakur,HAMIRPUR,BJP, 3 ,Graduate,56770463,1085145,2019
Kunwar Pushpendra Singh,HAMIRPUR,BJP, 4 ,Post Graduate,167159924,35502582,2019
Jai Prakash,HARDOI,BJP,0,Graduate,234032624,2615368,2019
Ramesh Pokhriyal Nishank,HARIDWAR,BJP,0,Doctorate,28739888,16444,2019
Prajwal R,HASSAN,JD(S),0,Graduate Professional,97848632,37253210,2019
Rajvir Diler,HATHRAS,BJP,0,12th Pass,14930000,0,2019
Dhairyashil Sambhajirao Mane,HATKANANGLE,SHS,0,Graduate,47771462,41599959,2019
Udasi. S.C.,HAVERI,BJP,0,12th Pass,718499195,165566495,2019
Jayant Sinha,HAZARIBAGH,BJP,0,Post Graduate,770749002,193271437,2019
Kuruva Gorantla Madhav,HINDUPUR,YSRCP, 2 ,Graduate,1787356,730332,2019
Patil Hemant Shriram,HINGOLI,SHS,0,Graduate,18594458,1299983,2019
Brijendra Singh,HISAR,BJP,0,Post Graduate,146408734,27225637,2019
Locket Chatterjee,HOOGHLY,BJP, 14 ,Graduate,35655698,0,2019
Rao Uday Pratap Singh,HOSHANGABAD,BJP, 1 ,Graduate,154783105,9103300,2019
Som Parkash,HOSHIARPUR,BJP,0,Post Graduate,29404519,0,2019
Prasun Banerjee,HOWRAH,AITC, 1 ,Graduate,13216066,0,2019
Asaduddin Owaisi,HYDERABAD,AIMIM, 5 ,Graduate Professional,179044376,120500000,2019
Dean Kuriakose,IDUKKI,INC, 204 ,Post Graduate,13395011,10000000,2019
Shankar Lalwani,INDORE,BJP, 2 ,Graduate Professional,59038508,2106382,2019
Dr Rajkumar Ranjan Singh,INNER MANIPUR,BJP,0,Doctorate,19616174,0,2019
Rakesh Singh,JABALPUR,BJP, 1 ,Graduate,43134351,1387000,2019
Mimi Chakraborty,JADAVPUR,AITC,0,Graduate,24398786,1900788,2019
Rajashree Mallick,JAGATSINGHPUR,BJD,0,Graduate Professional,40023972,1433305,2019
Chandeshwar Prasad,JAHANABAD,JD(U), 3 ,10th Pass,139271693,0,2019
Ram Charan Bohra,JAIPUR,BJP,0,12th Pass,165322707,22000000,2019
Col. Rajyavardhan Rathore,JAIPUR RURAL,BJP,0,Graduate,127808070,0,2019
Sarmistha Sethi,JAJPUR,BJD,0,Post Graduate,15837082,0,2019
Santokh Singh Chaudhary,JALANDHAR,INC,0,Graduate Professional,99925185,2534363,2019
Bhanu Pratap Singh,JALAUN,BJP, 1 ,Post Graduate,10699516,12265,2019
Unmesh Bhaiyyasaheb Patil,JALGAON,BJP, 1 ,Graduate Professional,12324604,2529954,2019
Danve Raosaheb Dadarao,JALNA,BJP, 2 ,Graduate,229557992,2400000,2019
Devaji Patel,JALORE,BJP,0,10th Pass,88332292,60936530,2019
Jayanta Kumar Roy,JALPAIGURI,BJP,0,Graduate Professional,11625047,1352581,2019
Jugal Kishore,JAMMU,BJP,0,10th Pass,56481801,350040219,2019
Poonamben Hematbhai Maadam,JAMNAGAR,BJP,0,Graduate,427331034,98632194,2019
Bidyut Baran Mahato,JAMSHEDPUR,BJP, 3 ,12th Pass,27750671,2961830,2019
Chirag Kumar Paswan,JAMUI,LJP, 1 ,Graduate Professional,18466066,0,2019
Khalilur Rahaman,JANGIPUR,AITC,0,Graduate,368306705,2248968,2019
Guharam Ajgalle,JANJGIR CHAMPA,BJP,0,Graduate Professional,18400837,0,2019
Shyam Singh Yadav,JAUNPUR,BSP,0,Post Graduate,140717620,3577000,2019
Pratima Mondal,JAYNAGAR,AITC,0,Post Graduate,27471675,0,2019
Dushyant,JHALAWAR BARAN,BJP,0,Post Graduate,370432373,85824156,2019
Ramprit Mandal,JHANJHARPUR,JD(U), 1 ,10th Pass,88119686,1000000,2019
Anurag Sharma,JHANSI,BJP,0,Post Graduate,1243060113,14212970,2019
Kunar Hembram,JHARGRAM,BJP,0,Graduate Professional,10387498,565000,2019
Narendra Kumar,JHUNJHUNU,BJP, 1 ,Graduate,47474109,3278401,2019
Gajendra Singh Shekhawat,JODHPUR,BJP, 1 ,Post Graduate,138029511,58573744,2019
Topon Kumar Gogoi,JORHAT,BJP,0,Post Graduate,12597461,455398,2019
Chudasama Rajeshbhai Naranbhai,JUNAGADH,BJP, 1 ,12th Pass,10866041,1481768,2019
Chavda Vinod Lakhamshi,KACHCHH,BJP,0,Post Graduate,33508455,12458607,2019
Yeduguri Sandinti Avinash Reddy,KADAPA,YSRCP, 4 ,Post Graduate,186969794,22833319,2019
Pradeep Kumar,KAIRANA,BJP, 5 ,Post Graduate,17292937,1300000,2019
Brij Bhushan Sharan Singh,KAISERGANJ,BJP, 4 ,Graduate Professional,98905402,61524736,2019
Vanga Geetha Viswanatham,KAKINADA,YSRCP,0,Post Graduate,202528594,34416887,2019
Basanta Kumar Panda,KALAHANDI,BJP, 3 ,12th Pass,9547000,0,2019
Gaurav Gogoi,KALIABOR,INC,0,Post Graduate,13727834,1250000,2019
Gautham Sigamani Pon,KALLAKURICHI,DMK, 1 ,Post Graduate,471186830,81131909,2019
Dr. Shrikant Eknath Shinde,KALYAN,SHS, 1 ,Post Graduate,19616515,1241233,2019
Selvam.G,KANCHEEPURAM,DMK,0,Post Graduate,48172936,0,2019
Achyutananda Samanta,KANDHAMAL,BJD,0,Doctorate,1244722,0,2019
Kishan Kapoor,KANGRA,BJP, 2 ,12th Pass,85841247,3605161,2019
Mohan Mandavi,KANKER,BJP,0,Post Graduate,28675553,679000,2019
Subrat Pathak,KANNAUJ,BJP, 11 ,Graduate,54287991,28993930,2019
Vasanthakumar H,KANNIYAKUMARI,INC,0,Post Graduate,4174930444,1547511439,2019
K Sudhakaran,KANNUR,INC, 3 ,Post Graduate,29699206,7468633,2019
Satyadev Pachauri,KANPUR,BJP,0,Post Graduate,132382819,31052190,2019
Sisir Kumar Adhikari,KANTHI,AITC, 3 ,12th Pass,33979650,0,2019
Mahabali Singh,KARAKAT,JD(U), 3 ,8th Pass,43442051,3000000,2019
Manoj Rajoria,KARAULI DHOLPUR,BJP,0,Post Graduate,64867148,22121569,2019
